"id","text","category","theme","executor"
"897","Будьте так любезны, проверьте маршрутки. Состояние некоторых вводит в ужас, подножки   проваливаются, гоняют как на формуле-1, это не смешно, их подрезают на перекрестке,  пассажиры падают и бьются  головой или рукой, не соблюдается скоростной режим, почему ехать стоя позволено, набитые битком едут, кресла ставятся кое-как, грязь, вонь. Пропускают остановки, нет ремней безопасности. Почему такие катаются? Сделайте конкурс на чистую маршрутку, внимательного водителя и проконтролируйте маршруты. Запишите, кому надо  навести порядок. Неужели нет замены, или пусть в рейс выходят хотя бы чистоту соблюдают в маршрутке. НЕ набивать битком. Кресла неправильно стоят. Посмотрите в Москве синие городские маршрутки, закупите хоть несколько на заводе, чтоб и льготные пассажиры ездили. Посмотрите синие маршрутки по Москве, там чистота и водители ведут себя культурно, пенсионеры школьники  по льг. картам едут. Да еще и табло в маршрутке работает. СПАСИБО  ЗА ВНИМАНИЕ! Желаю ВАМ наладить маршрутки и их состояние, работоспособность, аккуратность вождения и чистоту.","Общественный транспорт","Качество обслуживания на общественном транспорте","Управление транспорта"
"898","На улице Коломенская невозможно ни пройти, ни проехать. Огромные ямы на дорожном полотне, лужи этой осенью просто огромные.
Между рынком (дом 47к2) и домом 47к1 по ул. Московское шоссе","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"899","В сквере на пл. Новаторов, вдоль Народного бульвара отсутствует асфальтированная дорожка для пешеходов. Есть натоптанная в траве дорожка, которая после дождя превращается в грязь. Людей ходит много, особенно на остановку общественного транспорта ""Площадь Новаторов"".
Расположение объекта: через дорогу от ЗАГСа №1","Дороги","Повреждение или отсутствие тротуаров","Управление благоустройства города"
"900","На остановке по ул. Мервинская ""Автовокзал Центральный"", напротив ТЦ Мервинский (Пятёрочка) образовывается лужа на самой остановке из-за перепадов уровня асфальта. Перепад от пешеходной у ТЦ и до бордюра проезжей части. Необходимо уложить асфальт по уровню бордюра, чтобы не было луж.","Дороги","Повреждение или отсутствие тротуаров","Управление благоустройства города"
"901","Незадолго до Нового года, 16 или 17 декабря 2017 года на остановке Автовокзал (в сторону ул. Мервинской, Крупской) из-за сильного ветра упал остановочный павильон, его увезли, но восстановить его же почему-то не захотели. Уже год обратно не возвращают, но и новой нет. Хотелось бы напомнить, что необходимо вернуть обратно павильон, впереди период обильных осадков, если учитывать осенние дожди и снегопады зимой, если процесс установки затянется.","Остановки общественного транспорта","Отсутствие остановок общественного транспорта","Управление благоустройства города"
"902","На улице Мервинская после опилки аварийных деревьев не вывозятся стволы и ветки. Они уже начинают гнить. Расположение, напротив ЖК Меркурий, через дорогу по стороне автовокзала Центральный","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"903","Просьба отмыть урну в Лыбедском бульваре от надписи. Расположение рядом с новой лестницей от остановки Цирк.","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"904","После летних ураганов прошедших в Рязани пострадало много деревьев, одно из таких на Лыбедском бульваре. Часть дерева висит на стволе и в ближайшее время может отломиться полностью, другая часть уже на земле. Просьба опилить пострадавшие части и увезти с Лыбедского бульвара. Расположение - рядом с местом, где недавно снесли дом, напротив бывшего Минобразования.","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"905","После реконструкции Лыбедский бульвар ""купается"" в изобилии всевозможных лавочек-скамеек. Вандалы уже успели три из них сломать. На фото видны трещины. При малейшем упоре на лавочку образовывается провисание и дальнейшее её разрушение. Две из них располагаются по правой стороне, ближе к середине Лыбедского бульвара (зона Цирка) если идти от остановки Цирк. Ориентир скамья расположена перед фонтаном, по правой стороне к центру, если идти от моста.
Другая у остановки Цирк. Видна новая лестница от остановки на фото, по ней ориентир.","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"906","На части улицы Магистральная, рядом с перекрёстком и непосредственно на нём, в течении года образовались огромные ямы. Огромная просьба исправить это в кратчайшие сроки. На этом месте из-за этих ям множество мелких ДТП. Страдают обычные люди.","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"907","На новом, отреконструированном Лыбедском бульваре (зона цирка) значительно выпирает пешеходная плитка. Создаёт опасность для пожилых людей, маленьких детей, которые могут и не заметить, ну и конечно неэстетично. Просьба уложить ровно. Расположение на площади около Астраханского (Лыбедском) моста, она сразу выделяется.","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"908","На Куйбышевском шоссе отсутствует асфальтовое покрытие на подходах к пешеходному переходу. В дождь здесь грязь, пройти невозможно. Дорога новая, а для пешеходов не продумано. Просьба сделать на данном участке асфальтовое покрытие.","Дороги","Некачественное содержание наземных/подземных пешеходных переходов","Управление благоустройства города"
"909","У входа в женскую консультацию установили забор не отвечающий нормам для прохода с нормальным человеческим ростом, пройти может разве маленький ребенок, но споткнувшись о несущую конструкцию нижней части секции забора. Высота около 150 см, пройти невозможно, сетка отсутствует. Людям пройти негде, больным невозможно проехать на инвалидной коляске, с костылями, пожилым или беременным женщинам, которым придётся сильно нагинаться будучи в положении. Нормам абсолютно ничего не соответствует. Проход к Женской консультации, Роддому, лабораторию для сдачи анализа крови частично блокирован. Срочно требуется удалить часть забора и восстановить нормальный проход! PS. На втором фото ещё снимок без забора прошлого года.","Дворовая территория","Проблемы свободного проезда и прохода для транспорта и пешеходов","Управление благоустройства города"
"910","От перекрёстка Западной, Крупской и 7 Мервинской, до Женской консультации и Роддома не работает уличное освещение вообще. Просьба восстановить каждый фонарь уличного освещения. Ходить вечером невозможно!","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"911","Вандалы варварски нанесли ущерб памятнику-мемориалу на месте линии обороны Рязани, проходившей здесь во время Великой Отечественной войны к празднованию 75-летия начала контрнаступления под Москвой. Требуется отмыть памятник с применением моющих средств.","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"912","На перекрёстке ул. Соборной, ул. Ленина и ул. Семинарской на стороне у Сбербанка постоянная лужа, из-за углубления асфальта и отсутствия ливнёвки. Лужа долго не просыхает, во время длительных дождей даже заболачивается и от мусора и различных стоков пахнет. В центре города это недопустимо. Перейти дорогу невозможно! Огромная просьба исправить это. Фото сделано с уличной камеры наблюдения во время небольшого дождя, а что бывает во время ливней не поддаётся комментариям.","Дороги","Некачественное содержание наземных/подземных пешеходных переходов","Управление благоустройства города"
"913","Ужасное состояние дороги у памятника братству русского и армянского народов . Всё видно на фото. Съезд на Московское шоссе напротив дома № 41 корпус 1. Съезд с Московского шоссе к памятнику Хачкар.","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"914","Рязань постепенно, но превращается в пеший город. С каждым днём для этого делаются новые уступки. Но главным вопросом остаются безопасность. На Первомайском проспекте есть нерегулируемый пешеходный переход, он несомненно нужен, но зачастую там не останавливаются автомобили, а бывали и аварийный случаи. В этом месте необходимо сделать подземный пешеходный переход, и как вариант в рамках программы благоустройства пл. Ленина. Сразу от такого решения выходит два больших ""плюса"" для водителей и пешеходов. В этом месте, за счёт небольшого куска малозначимых зеленых насаждений, достаточно подземного перехода с одной входной группой с каждой стороны, но располагающихся на части улицы перед перекрёстком с ул. Пожалостина (между Первомайским Пассажем-Сбербанк и домом офицеров). В прикрепленных фото с реальной ситуацией и возможным размещением, визуализация на схеме и предложенный вариант подземного перехода по размеру.","Дворовая территория","Проблемы свободного проезда и прохода для транспорта и пешеходов","Управление благоустройства города"
"915","Посреди дороги на ул. Новаторов (между административным зданием рынка и пристройки салона Мегаполис) образовалась яма на новой дороге, которую делали в конце лета - осенью 2017 года. Огромная просьба её заделать.","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"916","Необходимость расширения съезда, а именно участка перед светофором ул. Юбилейной при выезде на Московское шоссе, и заезде с Моск. шоссе (со стороны М5Молл) на ул. Юбилейную, уже стоит давно. На этом небольшом участке постоянно происходят мелкие ДТП летом, а снег и заносы зимой - дополнительное сужение дороги тоже провоцирует ещё больше ДТП, чем летом. В итоге 3 узких полосы не справляются с потоком машин. С запуском 4 автобуса ситуация стала ещё хуже. Автобусу тяжело заезжать с Московского шоссе на ул. Юбилейную, и выезжать в сторону Москвы, что тормозит нормальное движение. Решение данной проблемы просто, необходимо расширить участок дороги от перекрёстка Московского шоссе и ул. Юбилейной, до дома 63 (Московского шоссе) на полторы-две полосы, а также увеличить ширину поворотной полосы на Москву с ул. Юбилейной.","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"917","Подъезд к домам 7к3, 11, 15 и 15к1 с улицы Костычева уже давно в ужасном состоянии. Летом это ямы и колдобины, а зимой огромные ледяные заносы, из-за неровности дороги. Сама дорога не ремонтировалась более 10-ти лет, ямочные ремонты не проводились, силами местных жителей помогала максимум на месяц, в разные года, засыпка битыми кирпичами и щебнем.","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"918","В запущенном состоянии находится сквер за автовокзалом рядом с супермаркетом Пятёрочка (Мервинская 2Б), множество мусора, старых засохших веток и отсутствие скамеек (при наличии для них места) и освещения.","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"919","Экскаватор при копании, ещё в 2017 году, размял два знака пешеходный переход висящие на одном столбе. Вероятно восстановить существующие проблематично, либо выпрямить и установить. Дело в том, что на них были установлены светодиодные проблесковые маячки, которые тоже были полностью уничтожены.","Дороги","Повреждение или отсутствие дорожных знаков или дорожной разметки","Управление благоустройства города"
"920","На перекрёстке у ТРЦ Премьер выезжающим с парковки в сторону Московского района не видно зажигание или погасание отдельной секции, из-за чего водители путают сигнал и часто попадают в ДТП. Огромная просьба на ближайшее будущее заменить дополнительную секцию и модифицировать её встроив окантовочный красный сигнал. Водители с радостью воспримут это изменение, защитит и упростит движение в тёмное время суток.","Дороги","Неисправный светофор","Управление благоустройства города"
"921","С 2016 года просьба жителей г. Рязани, уложить настил, не скользящий в морозы и в дождь, на пешеходном мосту через реку Трубеж между ТЦ Метро и Премьер. Девушкам на каблуках там вообще не пройти, на велосипеде колёса проворачиваются и скользко, у бабушек и обычных людей ноги подкашиваются и вызывает страх идти по этому мосту, потому что ненароком смотришь вниз. Надо было ещё в начале его эксплуатации продумать до конца, всё же после его установки пешеходный поток увеличился. Уверен, вам будут благодарны жители, которые там ходят.","Дворовая территория","Проблемы свободного проезда и прохода для транспорта и пешеходов","Управление благоустройства города"
"922","Дорога по 1-му Мервинскому проезду нуждается в ремонте. У пешеходного перехода, перед выездом на Мервинскую улицу образовалась глубокая яма. Появилась она уже давно, но её никто не заделывал, даже при благоустройстве Мервинской улицы. Просьба обратить на неё внимание и как можно скорее заделать дыру.","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"923","Добрый день. Обращаюсь с просьбой от всех жителей улица Зафабричная и улица птицеводов. Длительное время придомовая территория находится в ужасном состоянии в отсутствии уличного освещения. Детские площадки находятся также без освещения. Дорога ведущая к школам, саду и остановкам общественного транспорта также без освещения. Просим помочь нам","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"936","Уважаемый наш «Спасательный Круг», обращаются к Вам жильцы дома 18 кор. 1 по ул. Островского г. Рязани с просьбой проконтролировать работу нашей управляющей компании -  ООО ""Бытремсервис"" (директор). Г-н директор  постоянно ссылается на обязанности городских властей поддерживать столь старый фонд - нашему дому около 60 лет - это как бы не ЕГО обязанность.
Мы не понимаем, как и куда расходуются наши взносы на «Содержание жилья». ООО ""Бытремсервис"" имеет большие арендуемые площади для своих сотрудников, большой юридический отдел. Процветает кумовство - свой человек и не один имеется в Городской и Областной Администрациях. Он ""работает"" с ощущением полной защищённости, это чувствуют и его работники - ведут некорректно, хамят, очень некачественно производят работы.
Управляющей компанией ООО ""Бытремсервис"" не разработан индивидуальный Договор конкретно по нашему  дому (4-этажные блочные ""хрущёвки""),  а скачен из Интернета общий шаблон и оформлен за «нашими спинами». Мы просили предоставить план работ и отчётные финансовые документы по сделанным мероприятиям именно по нашему дому. Но, были выданы через секретаря общие документы с домами разного типа (даже с лифтами)  и изношенности. Разговаривать с г-ном Гаврилиным невозможно - позволяет себе общаться с посетителями, развалившись в кресле, ковыряя при этом зубочисткой во рту (на замечание - говорит: ""я только что пообедал""), сквозит ощущение полной безнаказанности.
Мы писали на сайт РосЖКХ о наших конкретных проблемах по предоставленным пунктам. Но…. Там идёт «ходьба  по кругу» - жилинспекция – прокуратуоа- письма-отписки – и по 2-му и по-третьему кругу (видимо, так работает программа этого сайта – видимость деятельности). И …..,  получив ОТПИСКИ,  у нас действительно ""опустились руки""!
Изношенность нашего дома ещё больше, т.к. с самого начала его экспуатации (с 61-х года) подвалы использовались (арендовались) различными организациями (временщиками) и никто не заботился о коммуникациях.
Наши проблемы:
1 – канализация (постоянные вызовы аварийки, зловонный запах – ЖЭУ открывают самые верхние окна для выхода запаха)
2 – постоянная грязь в подъездах (моются полы одной водой во всех подъездах)
3 – аварийные залития водой с чердака (трубы там фрагментами меняют сами жильцы)
4 – окна и подоконники в непотребном состоянии (не говоря уже о грязи и паутине)
5 – неукреплённые решётки на лестницах (были случаи падения решёток на детей)
6 – залитые потолки в подъездах не приводятся в порядок
7 – разрушаются полы на лестничных площадках
8 – во дворе:
а) не убирается территория под деревьями: мусор, бурелом, листва
б) не косится трава
в) не выпиливаются аварийные деревья
г) постоянно забита помойка
И это только вкратце….

Мы очень много «колотились» по разным инстанциям за эти годы! Нас всё время вводят в заблуждение, мы так и не знаем своих прав, но… видим домах и дворах нашего типа в других районах совершенно другое, со знаком +, состояние.
В письме, присланном нам Жилинспекцией Ряз обл. была ссылка на Федеральный закон декабря 2008 года № 294-ФЗ «О защите прав юридических лиц и индивидуальных предпринимателей…..» То есть жилинспекция защищает г-на Гаврилина и иже с ним от нас – бедолаг, чтобы, не дай Боже, мы ему не навредили??? И вторым пунктом письма была изложена проблема о невозможности рассмотрения жалобы, т. к. она послана НЕ через Портал Госуслуг.
Это действительно так?!

Что же нам делать?! Вывод у нас такой, что и все инстанции  работают в сговоре с такими нерадивыми, бессовестными коммерсантами, позволяя им (бизнесменам)  наживаться на незащищённых гражданах нашего государства.
 Получается, мы ГОСУДАРСТВУ не нужны - ведь, Жилинспекция - ЛИЦО ГОСУДАРСТВА?!","Многоквартирные дома","Предоставление коммунальных услуг ненадлежащего качества","Управление энергетики и жилищно-коммунального хозяйства"
"937","Около остановок общественного транспорта ""пос. Сысоево"", ""Московское шоссе"" и ""Поворот на завод Центролит"", на улице Южный промузел, имеются два нерегулируемых пешеходных перехода, не отвечающих ГОСТ, отсутствует желто-белая горизонтальная разметка, освещение на протяжении всей дороги, в том числе в местах ПП.","Дороги","Некачественное содержание наземных/подземных пешеходных переходов","Управление благоустройства города"
"940","Не работает табло прибытия транспорта ООТ ""Радиоуниверситет"".","Остановки общественного транспорта","Некачественное содержание остановок общественного транспорта","Управление благоустройства города"
"941","Т.к. комментарии к текущим или завершённым проблемам добавлять нельзя, создам новую, как комментарий.
По заявке 206 ""Отсутствие урн для мусора на ул. Дзержинского""
На ул. Дзержинского в районе домов 56 и 51-53, возле пешеходных переходов, отсутствуют урны. Столбы и крепления для них, а самих урн нет. Просьба установить урны.

На почту получил ответ, что к 01.09.2018 недостающие урны установят.
Сегодня 25.09.2018 - урн нет!
Управление благоустройства города как обычно обещает, но ничего не делает в срок.","Городская территория","Отсутствие/Повреждение урны","Управление благоустройства города"
"943","Напротив поликлиники №6, на дороге выбит асфальт вокруг люка.","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"948","Здравствуйте. Мы жители дома по адресу г. Рязань улица Зафабричная 2/1 общаемся к Вам с просьбой помочь нам в решении проблемы. Наступил отопительный сезон, батареи ели-ели тёплые, а платить будем как за хорошее отопление. Звонили в управляющую компанию Ирбис, которая обслуживает наш дом. На нашу жалобу ответили, что у нас стоят приборы температуры погоды то есть если на улице тепло то и батареи ели тёплые а если холодно то прибавят. А платим мы каждый месяц одинаково как за зимнее время и горячии батареи.","Многоквартирные дома","Оплата жилищно-коммунальных услуг","Управление энергетики и жилищно-коммунального хозяйства"
"949","Добрый день, хочу рассказать о проблеме дорог до школы в р п Кадом. Школу построили 3 года назад, школа красивая, большая, с этим все хорошо. А вот дорогу сделать забыли. Летом много пыли, а после хорошего дождя много грязи и обойти почти нет возможности. Хотя, когда сдавали школу, говорили, что будет сделана дорога из асфальта, по факту дороги нет и наверное не будет. Расстояние участка без нормальной дороги 1.1 км. Назревает вопрос, как школьникам добираться до места учебы по грязи?","Дороги","Повреждение или отсутствие дорожного покрытия","Администрация Кадомского муниципального района Рязанской области"
"950","На улице Касимовское шоссе начиная с дома №36 до дома №44 практически отсутствует уличное освещение. Точнее оно есть...... и даже установленные новые лампы, но включены они через два фонарных столба! в итоге на всю улицу из 20 фонарных столбов, работает от силы шт 5.....
Просьба привести в порядок уличное освещение на указанной улице!","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"951","Два года подряд пишу письма в администрацию г. Рязани с просьбой нанести дорожное покрытие на ул. Библиотечная. В результате получаю отписки, суть которых в том, что ""рассмотрим ваше обращение в следующем году"". По телефону в Управлении благоустройства города мне недавно сообщили, что они ничего не решают и надо обращаться в Префектуру по Московскому округу. В Префектуре мне сообщили, что у них нет машин и рабочей силы для таких работ и обращаться мне надо в ТОС Мервиский. В ТОС мне сообщили, что они этим не занимаются. Замкнутый круг!!!
Во вложении ответ от 2017 года Управление благоустройства города.","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"953","Для улучшения транспортного сообщения, безопасности и облегчения посадки/высадки пассажиров необходимо установить остановку между конечной станцией ул. Крупской и ООТ Школа напротив дома №3. Сейчас там останавливают маршрутки по требованию и люди выходят в грязи. А также, необходимость заключается в том, что обычно весь транспорт (маршрутки 31, 42 и автобус 4) останавливаются на пешеходном переходе рядом у дома №1 (у конечной станции), тем самым нарушая правила дорожного движения и подвергают опасности пассажиров и обычных пешеходов, создают аварийную ситуацию для автомобилистов. В 2017 году я направлял данное предложение в администрацию города и пришёл положительный ответ.  - """"Из ответа Каплинского А.Л. - начальника управления транспорта города Рязани: Предложенный заявителями вариант организации остановочного пункта на ул. Юбилейной в районе жилого дома №1 не соответствует требованиям организации автобусных остановок, определенных ОСТ 218.1.002-2003.
  По результатам обследования установлено, что возможно и целессобразно обустроить остановочный пункт на участке улично-дорожной сети по ул. Крупской в районе жилого дома №3, напротив существующей ООТ ""Школа"".
  Результаты обследования 09.01.2017 с предложениями по обустройству остановки общественного транспорта по ул. Крупской направлены в профильные подразделения администрации города."""" Огромная просьба вернуться к этому обращению. Для пожилых граждан, школьников и обычных горожан эта остановка будет удобна в плане пешеходной доступности. Лишний раз не надо будет переходить дороги. При возможности можно сделать и карман для удобного заезда транспорта, к тому же относительно недавно на этом маршруте появился 4 автобус, что тоже побуждает установить остановку в этом месте (ул. Крупской 3)","Остановки общественного транспорта","Отсутствие остановок общественного транспорта","Управление благоустройства города"
"956","Будут ли сноситься хрущёвки на Лермонтова? А то у нас уже и коммуникации все прогнили и всё. Спасибо.","Права дольщиков и вопросы переселения","Переселение из аварийного жилищного фонда","Управление капитального строительства"
"957","Надписи на стенах забора за зданием ","Дворовая территория","Надписи и рисунки на заборах и дворовых сооружениях","Префектура Железнодорожного района"
"964","На участке ул. 1-я Линия в районе д.1, 2, 5 отсутствует дорожное покрытия. Глубокие ямы затрудняют движение автотранспорта. Судя по яндекс.панорамам ремонт данного участка не выполнялся очень давно, на протяжении более 5 лет, ни ямочный, ни капитальный.
Также на участке ул. 1-я Линия от ул. Гагарина до ул. Татарской установлен дорожный знак 3.2 ""Движение запрещено"", однако, по адресу 1-я линия, д.5 расположен продуктовый магазин с выделенной парковкой. Данный дорожный знак фактически не позволяет подъехать к указанному продуктовому магазину на автомобиле для погрузки купленных в нем товаров.","Дороги","Повреждение или отсутствие дорожного покрытия","Управление благоустройства города"
"965","Здравствуйте. У меня такой вопрос. Почему маршрутки не оборудуют терминалами для оплаты картой Умка? В Горрощу невозможно добраться ни из Московского района, ни из Канищево, ни из центра города, а троллейбусы тройка и шестерка ходят очень-очень редко. Такой вот вопрос. Спасибо.","Общественный транспорт","Качество обслуживания на общественном транспорте","Управление транспорта"
"971","Обладателям карт УМКа ""льготная"" ни из Канищева, ни из Московского, ни из центра без пересадок добраться в Горрощу не возможно. Троллейбусы №3, №6 ходят очень редко, поэтому для пересадки приходится ждать их долго, а маршруток оборудованных валидаторами для приема карт УМКа нет. В начале года администрация Рязани на пресс-конференции обещала до конца года оборудовать валидаторами все маршрутки. Уже конец сентября, до конца года осталось 3 месяца, а результата пока не видно. Может вообще забыли?","Общественный транспорт","Качество обслуживания на общественном транспорте","Управление транспорта"
