"id","text","category","theme","executor"
"4048","Прошу переустановить электрический бетонный столб, который находиться на парковке с торца дома Кальная, 77 в линию с остальными столбами. На данный момент, он выставлен явно не по правилам и выбивается из общей линии электросети, тем самым создает сложности на парковки дома.","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"4049","Столб к которому провода подходят, но не уходят. Установлен с торца Кальная, 77. Явно в нём нет никакой нужды и требуется его удалить с территории","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"4050","Прошу вас принять меры по решению проблемы с регистрацией права собственности квартиры в многоквартирном доме находящимся по адресу город Рязань улица Семчинская дом 5 квартира 532.  С июля 2018 года я и жильцы данного дома, а конкретнее третей очереди строительства данного  дома не можем вступить в права собственности по настоящее время. Застройщик утверждает, что все документы переданы в госреестр. В Росреестре объяснить сложившуюся ситуацию не могут. Прошу вас принять меры.","Права дольщиков и вопросы переселения","Нарушение прав дольщиков и соинвесторов","Министерство строительного комплекса Рязанской области"
"4051","Надписи на стене дома 1-я Железнодорожная улица, 60
Просьба закрасить.
Фото нет.","Многоквартирные дома","Несанкционированные объявления, надписи и рисунки на фасадах","Префектура Октябрьского района"
"4052","Надписи на стене дома Касимовское шоссе, 27
Просьба закрасить.","Многоквартирные дома","Несанкционированные объявления, надписи и рисунки на фасадах","Префектура Советского района"
"4053","Надписи на стене дома Касимовское шоссе, 13
Просьба закрасить.
Фото нет.","Многоквартирные дома","Несанкционированные объявления, надписи и рисунки на фасадах","Префектура Советского района"
"4054","Не горит фонарь Дзержинского, 60/2
Просьба восстановить освещение.","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"4055","Не горит фонарь возле дома Урицкого, 33 над пешеходным переходом со стороный ул. Есенина.
Просьба восстановить освещение.","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"4056","Надписи на стене дома Стройкова, 18
Просьба закрасить.","Многоквартирные дома","Несанкционированные объявления, надписи и рисунки на фасадах","Префектура Железнодорожного района"
"4057","Надписи на стене здания во дворе дома 4-я Линия, 67.
Просьба закрасить.","Дворовая территория","Надписи и рисунки на заборах и дворовых сооружениях","Префектура Железнодорожного района"
"4058","Надписи на стене дома  4-я Линия, 44
Просьба закрасить.
Фото нет.","Многоквартирные дома","Несанкционированные объявления, надписи и рисунки на фасадах","Префектура Железнодорожного района"
"4059","Надписи на заборе Стройкова, 64
Просьба закрасить.","Дворовая территория","Надписи и рисунки на заборах и дворовых сооружениях","Префектура Железнодорожного района"
"4060","На пл. Ленина в сторону пл. Соборной на знаках обозначающих ООТ висит плотная черная пленка (пакет). Просьба убрать пленку.","Остановки общественного транспорта","Незаконные объявления, надписи, рисунки на павильоне","Управление благоустройства города"
"4061","ТСЖ ""Касимовское шоссе дом 61"" установило мусорные контейнеры на тротуаре, строительный и бытовой мусор складируется на газоне в непосредственной близости от окон жилого дома 63 корп.1. ТСЖ ""Три богатыря-7"" установило мусорные контейнеры у забора, огораживающего стройку ЖК ""Новое Кальное"". Прошу принять меры. ТСЖ не реагируют. Жилищная инспекция тоже (жалоба была направлена в интернет-приемную).","Дворовая территория","Неубранная контейнерная площадка","Префектура Советского района"
"4062","Жильцы дома № 35/11 по улице Островского в городе Рязани фиксируют, что дорогу, проходящую возле дома, в зимний период никто не убирает. 
Это подтверждается соответствующими показаниями жильцов-собственников, проживающих по вышеуказанному адресу. 
Следует отметить, что отсутствие уборки прилегающей территории противоречит требованиям ЖК РФ, а также позиции, установленной в Постановлении Правительства РФ от 6 мая 2011 г. N 354 ""О предоставлении коммунальных услуг собственникам и пользователям помещений в многоквартирных домах и жилых домов"". 
Гражданин обратился по поводу отсутствия уборки прилегающей территории в Управляющую компанию. 
На следующий день сотрудник УК произвел очистку территории возле подъездов жилого дома (и в дальнейшем жильцы фиксировали факты уборки территории возле подъездов). Однако дорогу, проходящую во дворе дома, никто не убирал. 
Гражданин вторично обратился в Управляющую компанию (запись разговора имеется в распоряжении заявителя). Там отметили, что указанная дорога не относится к общему имуществу дома, сотрудники УК не собираются осуществлять ее уборку. 
На данный момент на указанной дороге сохраняется колейность, отсутствует просыпка ее песко-соляной смесью, что (учитывая ситуацию с изменяющейся погодой и фактами быстрого образования льда) ставит под угрозу жизнь и здоровье граждан, способствует травмированию населения, передвигающегося по данной дороге. Следует отметить, что дорога, по поводу которой направляется данное заявление, активно используется несовершеннолетними из Школы № 19(25), а также законными представителями школьников. Вполне очевидно, что ежедневно по указанной дороге осуществляют движение не менее 300 человек. Отсутствие уборки территории может привести к травмированию как несовершеннолетних, так и лиц, сопровождающих несовершеннолетних. 
Отметим, что Конституция РФ, имея непосредственное действие, провозглашает жизнь и здоровье гражданина высшей ценностью. А органы государственной власти и ОМСУ должны, основываясь на Конституции, производить такие действия, которые направлены на обеспечение достойного уровня жизни. 
Резюмируя все вышесказанное, основываясь на Уставе города Рязани, отмечу, что существующая ситуация прямо противоречит действующему законодательству: не может быть такого, когда внутридворовая дорога находится в ""подвешенном состоянии"" (то есть не принадлежит юридически никому). ","Дворовая территория","Неубранная дворовая территория (мусор/снег)","Префектура Железнодорожного района"
"4063","Не горят 2 фонаря над пешеходным переходом на перекрёстке ул. Садовая, Есенина, Фирсова.
Просьба восстановить освещение.","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"4064","Постоянно завален снегом выход из подъезда, пандус и дорожки вокруг дома не чистятся.","Дворовая территория","Неубранная дворовая территория (мусор/снег)","Префектура Октябрьского района"
"4065","Добрый день. Ул.Забайкальская, дом 15 корпус 2, подъезд 3. Сколько же мы будем ещё платить за капитальный ремонт вникуда с нашими доходами? Когда же начнут работать? Подъезды и на этажах и в пролетах, где находится квартиры, везде старые полы и гнилые доски, окна в подъездах с времени начала постройки домов. Все гнилые. Двери на этажах старые. Куда идут наши деньги за капремонт? Что происходит в Рязани? Когда будут простые люди, которые платят за всё, что только можно, а сами сидят голодные от нищенских зарплат и пенсий, жить в благоустроенных подъездах и домах? Обратите, пожалуйста, внимание.","Многоквартирные дома","Некачественный текущий ремонт","Управление энергетики и жилищно-коммунального хозяйства"
"4067","Сама по себе плата за кап ремонт весьма сомнительна , пока еще не понятно законна или нет, а тут при очередной оплате за квартиру выяснилось что вместо 264 р., теперь я должен заплатить 513,77 р. Плата в Рязани еще до подорожания была сильно завышена по сравнению с другими областями, а тут такое резкое увеличение  не на 5, не на 10 а сразу на 50%.Как это называется-обдиралово? Мало того что ремонт делают далеко не профессионалы, куча жалоб на качество  производимого так называемого *кап ремонта*, капитальным если честно его назвать язык не поворачивается, так еще и взносы задрали выше плинтуса. Параллельно это же письмо будет направлено в прокуратуру с целью уточнения законности  платы  за капремонт в целом, за необоснованное увеличение  платы с 2019 года. Верните старые тарифы, на каком основании их увеличили? Или ремонт стали на 50% качественнее выполнять?.","Многоквартирные дома","Начисление и оплата взносов за капитальный ремонт","Фонд капитального ремонта многоквартирных домов Рязанской области"
"4068","Во дворе дома  второй год стоит брошенная бесхозная газель. Автомобиль стал грудой мусора, мешает уборке территории, стоит рядом с детской площадкой, представляет угрозу травмирования находящимся на ней детям. Просим устранить данную проблему. Спасибо","Дворовая территория","Проблемы свободного проезда и прохода для транспорта и пешеходов","Префектура Октябрьского района"
"4069","Освещение в подъезде просто отсутствует. Жильцы меняют сами перегоревшие лампочки. Подъезды не убирают, стойкий запах канализации в подъезде. Моя мама инвалид, вдова, с 2 замененными тазобедренными суставами, уже 37 лет ухаживает за сыном-инвалидом с детства,  ДЦП, не ходит, не говорит. Про пандус я вообще молчу. Прошу привести работы по содержанию жилья в соответсвии с Законом и платой, которая своевременно поступает в управляющую компанию!!!","Многоквартирные дома","Предоставление коммунальных услуг ненадлежащего качества","Управление энергетики и жилищно-коммунального хозяйства"
"4070","Дворовая территория не убирается на протяжении почти всей зимы. Максимум, что было сделано, так убран снег перед входом в дом и то, только после неоднократных звонков управляющему.","Дворовая территория","Неубранная дворовая территория (мусор/снег)","Администрация Рязанского муниципального района"
"4071","На территории двора находятся столбы с фонарями которые выключены и не работают с момента их установки.Включен свет только от ламп над подъездами,которого не достаточно для освещения дороги при въезде во двор и недостаточно для детской площадки.Также дети с родителями вечером приходят в мамин парк в котором играть невозможно потому что ничего не видно хотя рядом стоят выключеные фонари.","Дворовая территория","Неисправность элементов освещения","Управление благоустройства города"
"4072","Добрый день.
В зимний период 2018-2019 в 5 микрорайоне Дашково-Песочня, в центре которого расположена самая большая школа №75, рассчитанная 1500 учащихся, в ходе выпадения осадков образовались снежные заносы на проезжей части, тротуарах и пешеходных переходах, ведущих к школе, которые мешают движению автомобилей, привозящих и увозящих детей на обучение. А так же идущих детей пешим ходом как одних, так и в сопровождении родителей. Ежедневно в утренние и дневное время в школу направляются в среднем около 5000 человек, для которых затруднено движение в направлении школы и обратно.

Прошу Вас произвести уборку снега с дальнейшим вывозом с проезжей части и тротуаров на улицах:
- Васильевский проезд
- Васильевский переулок
- Васильевская улица
Фото с ежедневной ситуацией в районе школы №75 прилагаю.
https://yadi.sk/d/BE2SvGNigwXG0w
Прилагаю ответ из управления благоустройства города.","Дороги","Неубранный снег на проезжей части","Управление благоустройства города"
"4073","В районе домов по улице Советской Армии д.2 корп.1; д.4 корп.1; д.6 корп.1, на деревьях множество гнёзд грачей, скоро весна, а значит скоро снова невозможно будет спать от шума стай этих птиц. Кто должен сбивать эти гнёзда?","Дворовая территория","Ненадлежащий уход за зелеными насаждениями","Управление благоустройства города"
"4074","На остановке Улица Пирогова павильон, рядом стоящие деревья обмотаны незаконной рекламой. Просьба демонтировать данные вывески и оштрафовать их установщика","Городская территория","Неубранная территория (мусор/снег)","Управление благоустройства города"
"4076","Подъездные пути к строительной площадке организованы согласно стройгенплану?. 
На каком основании  ООО ""Альфа"" использует  участок 62:29:0080098:5214, под складирование щебня  и огражден профлистом? фото 01
схему участка прилагаю . фото 02, фото 03
За вывоз грязи колесами автотранспорта со строительной площадки на территорию города ООО ""Альфа"" и генеральный подрядчик ООО ""Вектор"" неоднократно привлекались к административной ответственности,  почему же тогда не было остановлено строительство?","Строительство","Нарушения при строительстве","Государственная инспекция строительного надзора Рязанской области"
"4077","1. Прошу проверить законность ограждения земельного участка 62:29:0080097:3908 под строительство жилого дома СМАРТ дом на Касимовском шоссе от Капитал - строитель жилья, согласно границ участка со стороны Касимовского шоссе .фото 1 

2. Какие меры приняты для защиты граждан (прохожих) которые вынуждены проходить вдоль забора в зоне действия башенного крана данного застройщика?","Строительство","Нарушения при строительстве","Государственная инспекция строительного надзора Рязанской области"
"4078","У меня вопрос к  администрации города почему так бездумно вырубают деревья на улице Лермонтова, Фирсова, пл. Театральной? И причём деревья здоровые! И в замен никакие деревья не сажаются, то есть зелёные насаждения никак не восполняют! Мы что должны жить в лысом городе, среди этих убогих 15 и 25 этажек? Рязань и так уже не раз высмеивали резиденты Камеди клаб, что у нас ни единого деревца!! Из-за отсутствия зелени у нас неуютный город! Почему-то в Москве заботятся, чтобы в центре города были зелёные насаждения, а также в таких городах, как Манхетон, Барселона там никто не вырубает 20-30 летние деревья, только у нас такое варварство! Кому они мешают? Или что сравнивать Рязань и Барселону?!","Дворовая территория","Ненадлежащий уход за зелеными насаждениями","Управление благоустройства города"
"4079","Поднимаем эту тему, поскольку произвол продолжается!Расположенное рядом маршрутное депо, адрес улица Школьная неоднократно вывозило мусор со своей территории в поле. Мусор строительного характера, включая опасные возгораемые материалы! Есть соответствующие видео, которые можем предоставить на иной ресурс, т.к. объем видео данный ресурс не пропускает. Но соответствующие фото мусора прилагаем! 
По некоторым данным земельный участок, на который вывозится мусор, принадлежит собственнику Цыплаковой Т.В., кадастровый номер 62:29:0000000:1962, который несет ответственность за этот участок земли. Данный участок не является официально оформленной свалкой.
Одновременно сообщаем, что на том же участке 15.02.2019 в позднее темное время суток была расчищена площадка под вывоз снега. Вывоз снега зафиксирован.Имеются соответствующие видео. Подготовленная трактором площадка под снег, дополнительно подтверждает качество и количество мусора, вывозимого на этот участок! 
Помимо вывозимого мусора, происходит складирование обрезанных ветвей, везется из города (возможно района Канищево), т.к. наш район Семчино не сильно славится зелеными насаждениями в принципе, а уж тем более, требующих удаления ветвей (на фото рядом с мусором эти ветви видно). В летний период времени, возгорание веток ускорит процесс разрастания пожара, а возгорание мусора, приведет к экологической катастрофе!
Все, кто ранее, не рассмотрел на данном участке глобальную проблему, просим еще раз ознакомиться с ней, не смотря на зимнее время года и не дожидаясь весенне-летнего периода для ее разрешения.
ПРОСИМ призвать виновных к ответственности!","Природные ресурсы и охрана окружающей среды","Загрязнение окружающей среды, сбросы, выбросы, отходы","Министерство природопользования Рязанской области"
"4080","Подъезд 3, 1-ый этаж
Жильцы переживают за пожаробезопасность.","Многоквартирные дома","Некачественный текущий ремонт","Управление энергетики и жилищно-коммунального хозяйства"
"4082","От имени жильцов дома, расположенного по адресу: г. Рязань, ул. Лермонтова, д. 20, в связи с появлением в нашем доме тараканов в адрес  было направлено письмо с просьбой произвести санитарную обработку подъездов, подвала, чердака и иных нежилых общедомовых помещений находящихся в ведении жилищно-эксплуатационной организации.
Данное письмо было передано 10.09.2018г. (вх. №243/09) в канцелярию ООО ""ЖЭУ-21"". Санитарная обработка общедомовых помещений до настоящего времени не произведена, ответ от ООО ""ЖЭУ-21"" не поступал.
В соответствии с Постановлением Госстроя РФ от 27 сентября 2003 г. N 170 ""Об утверждении Правил и норм технической эксплуатации жилищного фонда"" см. 3.2. содержание лестничных клеток. 3.4. содержание подвалов и технических подполий. - 3.4.8, это является обязанностью жилищно-эксплуатационной организации. В соответствии с санитарными нормами и правилами организация по обслуживанию жилищного фонда должна регулярно проводить дератизацию и дезинфекцию по уничтожению грызунов и насекомых в местах общего пользования, подвалах, технических подпольях.
Просит Вас оказать содействие в надлежащем исполнении ООО ""ЭЖУ-21"" своих обязанностей.","Многоквартирные дома","Предоставление коммунальных услуг ненадлежащего качества","Управление энергетики и жилищно-коммунального хозяйства"
"4083","Регулярно наблюдается переполненная урна.","Остановки общественного транспорта","Некачественное содержание остановок общественного транспорта","Управление благоустройства города"
"4084","Прошу Вас помочь решить проблему с неисправной работой лифта по адресу Улица Семчинская дом 5 8подъезд  при движении лифта между 5и 6 этаже лифт очень сильно раскачивается и остановка лифта происходит с резким провалом на этих этажах . Обращение диспетчеру жильцами дома результатов не приносит, ссылаются на полоски по вине жильцов и предложениями разобраться с виновниками поломок лифта. Обслуживание данного дома осуществляет УК Единство Сервис .","Многоквартирные дома","Неисправный лифт","Управление энергетики и жилищно-коммунального хозяйства"
"4085","На ул. Белякова за 9 домом, за 10 домом, не горят 4 фонаря. ул. Белякова около 1 дома не горят 3 фонаря. ул. Белякова около 29 дома не горит фонарь. ул. Белякова за 32 домом не горит фонарь. ул. Белякова около Детского Садика д. 26 А около входа не горят 2 фонаря. ул. Забайкалькая около 11 дома не горят 2 фонаря. ул. Забайкалькая за 13 домом не горят 3 фонаря. Фонари не горят уже 4 месяца. Были 2 Заявки в Благоустройство города. Ничего не сделано.","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"4086","Не горит фонарь уличного освещения над пешеходным переходом на перекрёстке ул. Шевченко и  ул. Дзержинского
Просьба восстановить освещение.","Городская территория","Не работает уличное освещение","Управление благоустройства города"
"4087","Регулярно НЕ убирается мусор.","Дворовая территория","Неубранная контейнерная площадка","Префектура Железнодорожного района"
"4090","Доброго времени суток!  Прошу посодействовать в вопросе регистрации прав на квартиру по адресу Семченская 5 кв 533. Более полугода ждем постановки на кадастровый учет данного объекта. Квартира взята в ипотеку,  банк уже требует предоставить документы о собственности, указывает конкретные сроки.  Информация о данной проблеме противоречива.","Права дольщиков и вопросы переселения","Нарушение прав дольщиков и соинвесторов","Министерство строительного комплекса Рязанской области"
"4091","ООО ""УК ""ИЗУМРУДНЫЙ""
Не стригут кустарник около дома.  Газон без регулярного полива пришел в негодность.","Дворовая территория","Ненадлежащий уход за зелеными насаждениями","Управление энергетики и жилищно-коммунального хозяйства"
"4092","Договора на оказания услуг давно просрочены и не продлеваються.  Не предоставляют информацию на писменный запрос о управлении домом,  затратах,  заключенных договорах. Не собирают собрание собственников ни разу.","Многоквартирные дома","Нарушение закона при ведении деятельности управляющей организации/ТСЖ","Госжилинспекция"
"4093","Добрый день. Невыносимый запах канализации в первом подъезде. Через первый этаж пройти невозможно. Ведь в доме живут дети. Запах иногда уже чувствуется в тамбуре перед квартирами. Звонки в управляющую компанию решают проблему на пару недель. Прошу разобраться. Может, нужно заменить какие-нибудь трубы в подвале или организовать регулярный контроль за их состоянием.
Спасибо.","Многоквартирные дома","Неисправность работы канализации","Управление энергетики и жилищно-коммунального хозяйства"
"4095","В конце 2018 года введены дома по улице Касимовское шоссе д.67 к.3 напротив ГМ Глобус и Леруа Мерлен, работа светофоров на данный момент не позволяет корректно по правилам заехать и выехать на территорию ЖК Триколор со стороны Дашково-Песочни. Это ведёт к аварийной ситуации на и без того сложном участке дороги. Подскажите, когда планируется изменить схему движения и режим работы светофоров на данном участке? И Когда начнётся строительство дороги рядом, по улице Кальная? Спасибо","Дороги","Неисправный светофор","Управление благоустройства города"
"4097","Не очищен от снега и льда участок тротуара по ул.Трудовая, д.4, с торца дома, параллельно дороге по ул.Трудовой. Оградили сеткой, но никаких мер по очистке не предпринято. Дублер тротуара - ледовая тропинка ""смерти"" - люди падают и калечатся. Не очищаете тротуар - приведите хотя бы тропинку в пригодное для ходьбы состояние. Больше месяца в таком ужасном виде.","Дворовая территория","Неубранная дворовая территория (мусор/снег)","Префектура Октябрьского района"
"4119","Коэффициент вместимости маршрутных такси не идёт не в какое сравнение с вместимостью нормальных городских автобусов, поэтому суть моего обращения в том, что необходимо спасать городской транспорт и убирать с улиц маршрутки.","Общественный транспорт","Иные вопросы и предложения транспортного обслуживания","Управление транспорта"
"4120","Здравствуйте в нашем жилом  доме по ул Станкозазюводская д 11 с нарушениями открыли пивной магазин на вывеске написано с 11 утра до 23.00 а он постоянно работает до 2 до 4 утра шумят мешают отдыхать я уже написала заявление в полицию... Но пока тишина.. Помогите пожалуйста принять меры... Вот у нас до этого было открыто кафе, я написала заявление его закрыли открыли,теперь пивной магазин.. А мы жители очень хотели чтобы открыли продуктовый магазин или аптеку...","Торговля, товары, услуги","Нарушения в сфере розничной продажи алкогольной продукции","Министерство промышленности и экономического развития Рязанской области"
"4121","Уважаемый ! Пишу Вам повторно! У нас аварийное жилье, признанное в 2013 году,мы стоим по программе переселения. Администрация города кормит нас обещаниями,а ещё мы заметили что они выкладывают ложную информацию на официальный сайт реформы ЖКХ. Сейчас они поставили дату признания аварийности 2016 но акт у нас на руках 2013 годом. Как такое может быть? Наш дом еле стоит. Мало того что он аварийный так он ещё и сгорел в 2017 году, мы вынуждены снимать квартиру т.к. маневренного фонда у города тоже нет. В администрацию ходим как на работу а недавно они прислали письмо, что расселят нас не раньше чем 2025 год, до 2025 года ещё очень долго. Пожалуйста разберитесь почему они на  сайте реформа ЖКХ выкладывают ложную информацию. Мы надеемся вы разберётесь в этой ситуации.","Многоквартирные дома","Предоставление коммунальных услуг ненадлежащего качества","Администрация муниципального образования - городской округ город Касимов"
"4122","Правительство утвердило новый перечень имплантируемых медизделий по программе госгарантий 31.12.2018.
Распоряжение 3053р - так долго ожидаемое всем диасообществом.
http://government.ru/docs/35322/
https://pharmvestnik.ru/files/download/qm16PUB5xwG6yNM4GR6QwjqNwW5NMDeZ
Расходка для помп в амбулаторном перечне в составе набора социальных услуг (НСУ).
Такой ответ получен от специалиста Министерства Здравоохранения Рязанской области, Вот такой ответ сегодня получил от Минздрава","Здравоохранение, поликлиники","Иные вопросы/предложения в сфере здравоохранения","Министерство здравоохранения  Рязанской области"
"4123","В настоящее время территория около домов по адресу: ул. Интернациональная д. 16 корп. 6 и корп 7 представляет собой хаотическую парковку автомобилей. На дороге отсутствует разметка, дорожные знаки, &quot;лежачие полицейские&quot;, в результате чего авто паркуются так, что нельзя свободной пройти и проехать. Также, парковка осуществляется на тротуарах и газонах. Кроме того выход из двора дома 16 корп 7 в сторону школы №69 начинается с дороги заставленной авто, а в летнее время обзор закрывает находящееся на повороте дерево, что может привести к ДТП с участием детей.
Прошу дать указание соответствующим службам организовать цивилизованное дорожное движение возле домов по ул. Интернациональная д. 16 корп. 6 и корп 7, проводить периодические рейды по эвакуации припаркованных на тротуарах авто и установить &quot;лежачего полицейского&quot; в районе выхода из двора д. 16 корп7. Надеюсь на понимание. Заранее благодарен!","Дороги","Повреждение или отсутствие искусственных неровностей (лежачих полицейских)","Управление благоустройства города"
"4124","Здравствуйте проблема в том что. У нас давно не делали капитальный  ремонт в подъезде, окна все старые выбиты, перила нужно заменить, провода висят и электрощиты старые, в общем говорят если не заменить электрощиты в подъезде может быть пожар, ящики почтовые все сломанные, стены изрисованные, обращалась в Жэо бесполезно, мне ответили очередь не пришла ждите сколько можно ждать.. Примите меры пожалуйста.. Наш дом требует скорейшего капитального ремонта!","Многоквартирные дома","Некачественный текущий ремонт","Управление энергетики и жилищно-коммунального хозяйства"
